,donorID,campaignID,frequency_donor,total_donated,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,total_amount_1_month,total_freq_1_month,total_amount_2_month,total_freq_2_month,total_amount_3_month,total_freq_3_month,total_amount_4_month,total_freq_4_month,total_amount_5_month,total_freq_5_month,total_amount_6_month,total_freq_6_month,Recency_dono,gender,province_Brussels,province_East Flanders,province_Flemish Brabant,province_Hainaut,province_Liege,province_Limburg,province_Luxembourg,province_Missing,province_Namur,province_Walloon Brabant,province_West Flanders,region_Flanders,region_Missing,region_Wallonia,language_FR,language_NL,Unnamed: 0,total_freq_till_now,total_amount_till_now,freq_out_campaign,amount_out_campaign,freq_in_campaign,amount_in_campaign,total_amount_till_last_3_years,total_freq_till_last_3_years,Age
2281,141179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,209604.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,53
2282,109350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,77837.0,6.0,223.10999999999996,0.0,0.0,6.0,223.10999999999996,0.0,0.0,48
2283,133979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,192913.0,6.0,95.0,0.0,0.0,6.0,95.0,30.0,1.0,58
2284,142853,,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,212577.0,1.0,10.0,1.0,10.0,0.0,0.0,10.0,1.0,39
2285,126117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,165135.0,2.0,60.0,0.0,0.0,2.0,60.0,0.0,0.0,48
2286,114961,7108.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,111828.0,6.0,85.0,0.0,0.0,6.0,85.0,25.0,2.0,47
2287,113693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,105310.0,2.0,37.39,0.0,0.0,2.0,37.39,0.0,0.0,36
2288,109424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,78332.0,2.0,105.0,0.0,0.0,2.0,105.0,0.0,0.0,30
2289,141680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,210357.0,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,40
2290,115514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,114635.0,1.0,12.39,1.0,12.39,0.0,0.0,0.0,0.0,36
2291,110332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,85162.0,1.0,49.58,0.0,0.0,1.0,49.58,0.0,0.0,90
2292,131206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,183835.0,2.0,68.25,0.0,0.0,2.0,68.25,0.0,0.0,42
2293,114540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,109710.0,3.0,85.16,0.0,0.0,3.0,85.16,0.0,0.0,77
2294,101748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15271.0,23.0,629.92,0.0,0.0,23.0,629.92,0.0,0.0,39
2295,143689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,213829.0,2.0,21.0,0.0,0.0,2.0,21.0,21.0,2.0,74
2296,143250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,213286.0,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,49
2297,116642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,120597.0,24.0,694.9499999999999,0.0,0.0,24.0,694.9499999999999,0.0,0.0,47
2298,129348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,177788.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,41
2299,129358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,177820.0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,76
2300,112555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,98388.0,16.0,518.75,1.0,30.0,15.0,488.75,0.0,0.0,25
2301,112690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99130.0,12.0,343.6,0.0,0.0,12.0,343.6,25.0,1.0,30
2302,132239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,187463.0,1.0,30.0,1.0,30.0,0.0,0.0,0.0,0.0,30
2303,106385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,56413.0,2.0,51.07,1.0,24.79,1.0,26.28,0.0,0.0,69
2304,102586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,21875.0,35.0,1021.56,1.0,24.79,34.0,996.77,40.0,1.0,41
2305,129121,7395.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,176995.0,4.0,145.0,0.0,0.0,4.0,145.0,75.0,2.0,56
2306,100374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2326.0,3.0,220.227,0.0,0.0,3.0,220.227,188.0,2.0,41
2307,140632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,208732.0,3.0,120.0,0.0,0.0,3.0,120.0,45.0,1.0,38
2308,131358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,184269.0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,25
2309,113174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102426.0,2.0,400.0,0.0,0.0,2.0,400.0,100.0,1.0,85
2310,101216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10637.0,14.0,419.58,1.0,24.79,13.0,394.78999999999996,0.0,0.0,78
2311,137410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,203137.0,1.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,36
2312,100841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6910.0,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,77
2313,102809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,24945.0,2.0,57.79,0.0,0.0,2.0,57.79,0.0,0.0,41
2314,117329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,124087.0,5.0,40.39,0.0,0.0,5.0,40.39,0.0,0.0,48
2315,117972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,127915.0,3.0,27.39,0.0,0.0,3.0,27.39,10.0,1.0,53
2316,110498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,86459.0,11.0,379.76,0.0,0.0,11.0,379.76,50.0,1.0,54
2317,123367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,153894.0,2.0,52.5,0.0,0.0,2.0,52.5,0.0,0.0,52
2318,110169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,83795.0,6.0,160.26,3.0,79.08,3.0,81.18,0.0,0.0,38
2319,108557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72087.0,1.0,12.39,0.0,0.0,1.0,12.39,0.0,0.0,43
2320,124711,,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,159325.0,5.0,160.0,0.0,0.0,5.0,160.0,40.0,1.0,90
2321,144344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,214735.0,2.0,70.0,0.0,0.0,2.0,70.0,40.0,1.0,36
2322,133297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,190694.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,46
2323,143148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,213048.0,1.0,41.0,0.0,0.0,1.0,41.0,41.0,1.0,70
2324,104760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,43546.0,4.0,125.85,0.0,0.0,4.0,125.85,35.0,1.0,91
2325,107811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,66871.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,32
2326,135415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,197222.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,46
2327,106088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54223.0,2.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,57
2328,130329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,180645.0,1.0,64.5,0.0,0.0,1.0,64.5,0.0,0.0,79
2329,109169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,76546.0,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,43
2330,118624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,130593.0,8.0,163.39,0.0,0.0,8.0,163.39,0.0,0.0,63
2331,137116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,202370.0,1.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,31
2332,114317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,108450.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,28
2333,140478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,208517.0,1.0,30.0,1.0,30.0,0.0,0.0,0.0,0.0,54
2334,136050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,199208.0,1.0,33.0,0.0,0.0,1.0,33.0,0.0,0.0,53
2335,120226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,138567.0,5.0,194.79,0.0,0.0,5.0,194.79,0.0,0.0,49
2336,102499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,21001.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,42
2337,106439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,56841.0,9.0,280.62,0.0,0.0,9.0,280.62,0.0,0.0,29
2338,134257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,193790.0,6.0,44.25,0.0,0.0,6.0,44.25,15.0,1.0,52
2339,124971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,160319.0,2.0,55.0,0.0,0.0,2.0,55.0,0.0,0.0,50
2340,100123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,692.0,8.0,160.0,0.0,0.0,8.0,160.0,60.0,2.0,59
2341,107156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,62336.0,4.0,49.56,0.0,0.0,4.0,49.56,0.0,0.0,35
2342,104436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40097.0,8.0,239.57999999999998,1.0,24.79,7.0,214.79,40.0,1.0,42
2343,132390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,187970.0,1.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0,55
2344,136179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,199552.0,2.0,85.0,0.0,0.0,2.0,85.0,0.0,0.0,35
2345,139478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,207059.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,46
2346,118871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,131769.0,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,44
2347,107399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,63822.0,4.0,44.61,0.0,0.0,4.0,44.61,0.0,0.0,37
2348,114259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,108240.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,30
2349,118760,7519.0,1.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,131268.0,12.0,232.39,0.0,0.0,12.0,232.39,0.0,0.0,29
2350,105083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,45812.0,3.0,34.87,0.0,0.0,3.0,34.87,0.0,0.0,52
2351,131211,7243.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,183843.0,3.0,109.0,0.0,0.0,3.0,109.0,40.0,1.0,38
2352,123221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,153207.0,6.0,65.0,0.0,0.0,6.0,65.0,0.0,0.0,72
2353,102260,7108.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20336.0,4.0,20.0,0.0,0.0,4.0,20.0,15.0,3.0,34
2354,133513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,191438.0,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,39
2355,118401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,129721.0,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,41
2356,112782,7505.0,1.0,65.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,99802.0,14.0,2224.527,1.0,161.135,13.0,2063.392,150.0,1.0,33
2357,118461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,129986.0,1.0,12.39,0.0,0.0,1.0,12.39,0.0,0.0,46
2358,113072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,101769.0,1.0,12.39,0.0,0.0,1.0,12.39,0.0,0.0,64
2359,116503,7037.0,3.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,119612.0,20.0,666.5799999999999,0.0,0.0,20.0,666.5799999999999,220.0,5.0,51
2360,110278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,84678.0,5.0,126.92999999999999,1.0,24.79,4.0,102.14,0.0,0.0,63
2361,135492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,197440.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,76
2362,122431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,149534.0,3.0,10.0,0.0,0.0,3.0,10.0,0.0,0.0,26
2363,114198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,108011.0,4.0,123.6,1.0,32.0,3.0,91.6,0.0,0.0,69
2364,101598,7212.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,14106.0,1.0,6.2,0.0,0.0,1.0,6.2,0.0,0.0,68
2365,111642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93224.0,1.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,31
2366,119271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,133570.0,4.0,99.16,0.0,0.0,4.0,99.16,0.0,0.0,51
2367,125659,7243.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,163297.0,2.0,100.0,0.0,0.0,2.0,100.0,50.0,1.0,58
2368,138073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,204587.0,3.0,229.2,1.0,50.7,2.0,178.5,120.0,1.0,69
2369,123623,7243.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,154880.0,10.0,320.0,1.0,30.0,9.0,290.0,80.0,2.0,59
2370,107944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,67941.0,7.0,260.28,0.0,0.0,7.0,260.28,0.0,0.0,60
2371,107182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,62507.0,20.0,198.56,0.0,0.0,20.0,198.56,0.0,0.0,93
2372,123981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,156464.0,8.0,185.25,0.0,0.0,8.0,185.25,0.0,0.0,26
2373,120351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,139241.0,14.0,157.28,0.0,0.0,14.0,157.28,0.0,0.0,53
2374,125844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,163962.0,1.0,33.0,0.0,0.0,1.0,33.0,0.0,0.0,58
2375,108107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,69000.0,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,76
2376,121423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,144322.0,1.0,123.95,0.0,0.0,1.0,123.95,0.0,0.0,47
2377,134232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,193725.0,1.0,33.0,0.0,0.0,1.0,33.0,0.0,0.0,26
2378,108431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,71202.0,5.0,106.75999999999999,0.0,0.0,5.0,106.75999999999999,20.0,1.0,61
2379,140150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,207991.0,1.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0,87
2380,121502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,144720.0,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,59
2381,131187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,183716.0,3.0,60.0,0.0,0.0,3.0,60.0,0.0,0.0,69
2382,133582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,191689.0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,58
2383,123882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,156029.0,2.0,30.0,1.0,20.0,1.0,10.0,0.0,0.0,35
2384,118173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,128722.0,1.0,12.39,0.0,0.0,1.0,12.39,0.0,0.0,26
2385,112258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,96599.0,1.0,33.81,0.0,0.0,1.0,33.81,0.0,0.0,31
2386,111876,7244.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,94501.0,13.0,378.994,0.0,0.0,13.0,378.994,44.0,1.0,41
2387,140475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,208514.0,1.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0,38
2388,136127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,199420.0,4.0,123.0,1.0,33.0,3.0,90.0,0.0,0.0,31
2389,103634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33786.0,42.0,463.46999999999997,0.0,0.0,42.0,463.46999999999997,0.0,0.0,47
2390,118359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,129535.0,3.0,56.39,0.0,0.0,3.0,56.39,0.0,0.0,37
2391,113400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,103978.0,3.0,64.64,0.0,0.0,3.0,64.64,0.0,0.0,89
2392,122337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,149005.0,1.0,31.6,0.0,0.0,1.0,31.6,0.0,0.0,43
